Site,year,Month,DateDay,SumOfKwh,Level,Meter
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,10851.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1509.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1827.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,2518.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,94.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1114.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1525.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,2146.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1569.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,466.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1359.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1297.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,3525.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,1350.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Aug,1/8/2017 00:00:00,4252.00,Level 10,Common Area
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2340.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2659.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,5149.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2447.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3029.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3592.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3043.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1899.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,79291.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2669.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,4387.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3320.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2410.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2054.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3414.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1420.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,690.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2288.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,31209.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1872.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,6294.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2057.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3584.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2016.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3610.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,252.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3064.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1141.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2812.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3792.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,5404.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,4016.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,5245.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3094.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3156.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,4534.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2978.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2264.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2447.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3680.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3213.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,15156.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2797.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,8838.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,980.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1782.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2362.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,8.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,954.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1380.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1810.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1358.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,2272.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1164.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1259.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3299.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,1178.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Sep,1/9/2017 00:00:00,3463.00,Level 10,Common Area
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2524.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2707.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,5623.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2607.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3270.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3803.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3269.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1925.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,80634.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2862.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4725.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3461.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2568.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2306.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3709.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1532.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,736.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2193.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,32505.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2194.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,7583.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2219.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3909.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2600.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4098.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,265.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3571.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1253.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2779.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4081.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,5708.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4372.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,5506.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3496.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3457.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,5049.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3213.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2506.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2582.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4191.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3080.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,16955.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3277.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,10648.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2047.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1827.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,2509.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1051.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1481.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1961.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1507.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1348.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1257.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1207.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,3280.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,1368.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Oct,1/10/2017 00:00:00,4172.00,Level 10,Common Area
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,4173.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2454.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,4991.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2457.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3104.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3795.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3030.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1787.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,75758.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2602.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,4582.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3469.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2529.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2200.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3272.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1320.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,729.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2555.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,33356.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2115.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,6337.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2359.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3467.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1873.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3359.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,295.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2964.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1121.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2385.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3354.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,5304.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3921.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,4622.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2927.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3136.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,4333.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3065.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2243.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2151.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3507.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3588.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,15773.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3128.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,8898.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1426.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1643.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,2273.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,963.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1347.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1836.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
